strain	clade
a/duck/magelang/bbvw_680_41051/2007	2.1.3.2
a/indonesia/283h/2006	2.1.3.2
a/chicken/westjava/tasiksob/2006	2.1.3.2
a/duck/bantul/bbvw_224_24466/2007	2.1.3.2
a/indonesia/160h/2005	2.1.3.2
a/indonesia/cdc1046/2007	2.1.3.2
a/ferret/indonesia/5_f3/2005	2.1.3.2
a/chicken/badung/bbvd_175/2007	2.1.3.2
a/chicken/denpasar/bbvd_291/2007	2.1.3.2
a/chicken/sleman/bbvw_82_65/2008	2.1.3.2
a/duck/kulonprogo/bbvw_618_11009/2007	2.1.3.2
a/chicken/westjava/smi_cslk_eb/2006	2.1.3.2
a/indonesia/ut3006/2005	2.1.3.2
a/indonesia/cdc523/2006	2.1.3.2
a/chicken/eastkalimantan/ut498/2010	2.1.3.2
a/chicken/sleman/bbvw_663_55/2007	2.1.3.2
a/chicken/jembrana/bbvd_298b/2007	2.1.3.2
a/chicken/bangli/bbvd_563/2007	2.1.3.2
a/chicken/tabanan/bbvd_461/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_667_605/2007	2.1.3.2
a/chicken/denpasar/bbvd_494/2007	2.1.3.2
a/chicken/jembrana/bbvd_298/2007	2.1.3.2
a/indonesia/cdc1031re2/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_610_11019/2007	2.1.3.2
a/indonesia/tll002/2006	2.1.3.2
a/chicken/westjava/tasiksol/2006	2.1.3.2
a/duck/bantul/bbvw_78_22210/2008	2.1.3.2
a/duck/magelang/bbvw_604_44401/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_855_633/2007	2.1.3.2
a/chicken/badung/bbvd_205/2007	2.1.3.2
a/chicken/bantul/bbvw_678_443/2007	2.1.3.2
a/ferret/indonesia/5_f2/2005	2.1.3.2
a/chicken/muraojambi/bbpv_ii/2005	2.1.3.2
a/chicken/sleman/bbvw_28_95/2008	2.1.3.2
a/indonesia/5/2005	2.1.3.2
a/chicken/bangli/bbvd_555ab/2007	2.1.3.2
a/chicken/badung/bbvd_532/2007	2.1.3.2
a/chicken/sleman/bbvw_71_236/2008	2.1.3.2
a/chicken/riau/ut531/2010	2.1.3.2
a/chicken/bantul/bbvw_446_24453/2007	2.1.3.2
a/duck/bantul/bbvw_1005_24442/2007	2.1.3.2
a/chicken/bantul/bbvw_446_24452/2007	2.1.3.2
a/chicken/sleman/bbvw_493_214/2007	2.1.3.2
a/chicken/westjava/smi_pat/2006	2.1.3.2
a/chicken/centraljava/ut561/2010	2.1.3.2
a/chicken/sleman/bbvw_27_92/2008	2.1.3.2
a/indonesia/tll003/2006	2.1.3.2
a/chicken/sleman/bbvw_626_233/2007	2.1.3.2
a/chicken/bantul/bbvw_446_24456/2007	2.1.3.2
a/chicken/sleman/bbvw_27_91/2008	2.1.3.2
a/chicken/denpasar/bbvd_145/2007	2.1.3.2
a/duck/sleman/bbvw_599_33289/2007	2.1.3.2
a/duck/sleman/bbvw_379_34423/2007	2.1.3.2
a/chicken/badung/bbvd_319ac/2007	2.1.3.2
a/chicken/westjava/tja/2008	2.1.3.2
a/chicken/westjava/tasik2/2006	2.1.3.2
a/indonesia/cdc669p/2006	2.1.3.2
a/duck/magelang/bbvw_680_41047/2007	2.1.3.2
a/duck/bantul/bbvw_949_2d362/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_822_545/2007	2.1.3.2
a/duck/bantul/bbvw_358_24381/2007	2.1.3.2
a/duck/magelang/bbvw_680_41042/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_610_11020/2007	2.1.3.2
a/indonesia/cdc1047s/2007	2.1.3.2
a/indonesia/tll005/2006	2.1.3.2
a/chicken/tabanan/bbvd_339/2007	2.1.3.2
a/indonesia/286h/2006	2.1.3.2
a/chicken/jembrana/bbvd_273/2007	2.1.3.2
a/ferret/indonesia/5_f6/2005	2.1.3.2
a/chicken/florestimur/bbvd_256/2007	2.1.3.2
a/indonesia/tll004/2006	2.1.3.2
a/duck/magelang/bbvw_680_41052/2007	2.1.3.2
a/duck/indramayu/bbpw109/2006	2.1.3.2
a/indonesia/cdc938e/2006	2.1.3.2
a/indonesia/542h/2006	2.1.3.2
a/indonesia/tll006/2006	2.1.3.2
a/indonesia/cdc836/2006	2.1.3.2
a/chicken/kulonprogo/bbvw_667_604/2007	2.1.3.2
a/chicken/westjava/pwt_wij/2006	2.1.3.2
a/duck/kulonprogo/bbvw_618_11003/2007	2.1.3.2
a/indonesia/tll008/2006	2.1.3.2
a/chicken/bangli/bbvd_343/2007	2.1.3.2
a/chicken/sleman/bbvw_70_1083/2008	2.1.3.2
a/indonesia/tll001/2006	2.1.3.2
a/duck/sleman/bbvw_598_32226/2007	2.1.3.2
a/chicken/magelang/bbvw_667_944/2007	2.1.3.2
a/chicken/westjava/smi_endri2/2006	2.1.3.2
a/chicken/bali/u8661/2009	2.1.3.2
a/chicken/bantul/bbvw_446_24454/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_453_11051/2007	2.1.3.2
a/duck/magelang/bbvw_680_41043/2007	2.1.3.2
a/chicken/magelang/bbvw_662_762/2007	2.1.3.2
a/chicken/sleman/bbvw_71_231/2008	2.1.3.2
a/chicken/kulonprogo/bbvw_453_11052/2007	2.1.3.2
a/chicken/magelang/bbvw_662_764/2007	2.1.3.2
a/chicken/westjava/smi_endri1/2006	2.1.3.2
a/duck/bantul/bbvw_678_24404/2007	2.1.3.2
a/indonesia/tll009/2006	2.1.3.2
a/chicken/eastjava/ut551/2010	2.1.3.2
a/chicken/klungkung/bbvd_225/2007	2.1.3.2
a/indonesia/cdc835/2006	2.1.3.2
a/muscovyduck/sleman/bbvw_180_iii/2010	2.1.3.2
a/indonesia/cdc1047/2007	2.1.3.2
a/chicken/klungkung/bbvd_455/2007	2.1.3.2
a/chicken/bangli/bbvd_387ab/2007	2.1.3.2
a/duck/magelang/bbvw_680_41050/2007	2.1.3.2
a/chicken/kulonprogo/bbvw_537_11099/2007	2.1.3.2
a/chicken/sarolangun/bppvrii_187/2009	2.1.3.2
a/chicken/bantul/bbvw_482_22233/2007	2.1.3.2
a/indonesia/cdc887/2006	2.1.3.2
a/duck/sleman/bbvw_599_33288/2007	2.1.3.2
a/duck/magelang/bbvw_604_44402/2007	2.1.3.2
a/duck/sleman/bbvw_29_32187/2008	2.1.3.2
a/indonesia/tll011/2006	2.1.3.2
a/indonesia/cdc739/2006	2.1.3.2
a/chicken/magelang/bbvw_680_74x/2007	2.1.3.2
a/indonesia/cdc669/2006	2.1.3.2
a/indonesia/175h/2005	2.1.3.2
a/chicken/kulonprogo/bbvw_453_11055/2007	2.1.3.2
a/ferret/indonesia/5_f1/2005	2.1.3.2
a/duck/sleman/bbvw_599_33290/2007	2.1.3.2
a/duck/bantul/bbvw_678_2d403/2007	2.1.3.2
a/chicken/southkalimantan/ut521/2010	2.1.3.2
a/indonesia/cdc699/2006	2.1.3.2
a/chicken/kulonprogo/bbvw_667_601/2007	2.1.3.2
a/chicken/indonesia/d10015/2010	2.1.3.2
a/indonesia/tll007/2006	2.1.3.2
a/duck/kulonprogo/bbvw_950_13267/2007	2.1.3.2
a/chicken/badung/bbvd_216/2007	2.1.3.2
a/muscovyduck/jakarta/habwin/2006	2.1.3.2
a/chicken/indonesia/siak1631_2/2006	2.1.3.2
a/chicken/klungkung/bbvd_417/2007	2.1.3.2
a/chicken/magelang/bbvw_680_744/2007	2.1.3.2
a/chicken/eastkalimantan/ut511/2010	2.1.3.2
a/chicken/westjava/tasikob/2006	2.1.3.2
a/chicken/denpasar/bbvd_430/2007	2.1.3.2
a/indonesia/cdc940/2006	2.1.3.2
a/chicken/bantul/bbvw_627_23296/2007	2.1.3.2
a/chicken/sleman/bbvw_977_6/2012	2.1.3.2a
a/chicken/sukoharjo/bbvw_1148_07/2011	2.1.3.2a
a/chicken/surakarta/bbvw_sm_ak_yd_d_1309_9/2012	2.1.3.2a
a/chicken/bartim/bppvrv_126_4/2011	2.1.3.2a
a/environment/tangerangselatan/0813082_021/2013	2.1.3.2a
a/environment/eastjakarta/bppvrviii_413_ad/2011	2.1.3.2a
a/chicken/klungkung/bbvd_0259_5/2011	2.1.3.2a
a/chicken/karanganyar/bbvw_1146_07/2011	2.1.3.2a
a/chicken/gorontalo/bbvm_228_10/2011	2.1.3.2a
a/chicken/barru/bbvm41_13/2013	2.1.3.2a
a/environment/kotabekasi/0813082_015/2013	2.1.3.2a
a/environment/eastjakarta/bppvrviii_392_3/2011	2.1.3.2a
a/environment/eastjakarta/bppvrviii_447_au/2011	2.1.3.2a
a/chicken/kulonprogo/bbvw_1081_07a/2011	2.1.3.2a
a/duck/sidrap/bbvm63/2013	2.1.3.2a
a/chicken/mimika/0514574/2014	2.1.3.2a
a/chicken/buleleng/bbvd_0224b_4/2011	2.1.3.2a
a/chicken/tabanan/bbvd_0149_3/2011	2.1.3.2a
a/chicken/karangasem/bbvd_0209_4/2011	2.1.3.2a
a/environment/jakartatimur/0813082_005/2012	2.1.3.2a
a/chicken/sukoharjo/bbvw_218_03/2011	2.1.3.2a
a/chicken/bangli/bbvd_0245a_4/2011	2.1.3.2a
a/treesparrow/indonesia/d10013/2010	2.1.3.2a
a/chicken/sleman/bbvw_1908_12/2012	2.1.3.2a
a/bird/kulonprogo/bbvw_946_06/2011	2.1.3.2a
a/chicken/melak/bppvrv_32_1/2011	2.1.3.2a
a/environment/jakartabarat/0813082_006/2012	2.1.3.2a
a/chicken/tabanan/bbvd_0212_4/2011	2.1.3.2a
a/chicken/surakarta/bbvw_sm_ak_yd_e_1309_9/2012	2.1.3.2a
a/chicken/tabanan/bbvd_0178_3/2011	2.1.3.2a
a/quail/blitar/bbvw_790_05/2011	2.1.3.2a
a/chicken/pekanbaru/bppvrii_91_3/2011	2.1.3.2b
a/chicken/karimun/bppvii719_11/2012	2.1.3.2b
a/chicken/padang/bppvrii_62_2/2011	2.1.3.2b
a/environment/southjakarta/bppvrviii_344_20/2010	2.1.3.2b
a/environment/jakartatimur/0813129_027/2013	2.1.3.2b
a/environment/eastjakarta/bppvrviii_344_25/2010	2.1.3.2b
a/environment/jakartatimur/0813129_029/2013	2.1.3.2b
a/chicken/indonesia/d10014/2010	2.1.3.2b
a/environment/kotabekasi/0813129_003/2013	2.1.3.2b
a/environment/westjakarta/bppvrviii_344_19/2010	2.1.3.2b
a/environment/eastjakarta/bppvrviii_492_cm/2011	2.1.3.2b
a/environment/bekasi/bppvrviii_344_08/2010	2.1.3.2b
a/environment/southjakarta/bppvrviii_52_99/2010	2.1.3.2b
a/environment/jakartapusat/0813129_008/2013	2.1.3.2b
a/environment/southjakarta/bppvrviii_52_84/2010	2.1.3.2b
a/chicken/padang/bppvrii_51_2/2011	2.1.3.2b
a/chicken/solok/bppvrii_602/2009	2.1.3.3
a/chicken/southkalimantan/ut6028/2006	2.1.3.3
a/chicken/southkalimantan/ut6029/2006	2.1.3.3
a/chicken/waykanan/bbpviii/2006	2.1.3.3
a/swine/eastjava/ut6010/2007	2.1.3.3
a/swine/banten/ut6001/2006	2.1.3.3
a/chicken/eastjava/ut6044/2007	2.1.3.3
a/swine/northsumatra/ut6004/2006	2.1.3.3
a/chicken/pasaman/bbppvrii_656/2009	2.1.3.3
a/chicken/banten/ut6025/2006	2.1.3.3
a/chicken/eastjava/ut6045/2007	2.1.3.3
a/chicken/eastjava/ut6017/2006	2.1.3.3
a/swine/eastjava/ut6005/2006	2.1.3.3
a/chicken/eastjava/ut6023/2006	2.1.3.3
a/swan/germany/r65/2006	2.2
a/muteswan/germany/r1359/2007	2.2
a/chicken/germany/r3272/2007	2.2
a/cygnusolor/astrakhan/ast05_2_10/2005	2.2
a/chicken/nigeria/08rs848_110/2007	2.2
a/swan/bavaria/6/2007	2.2
a/goose/islamabad/narc7757/2007	2.2
a/chicken/nigeria/08rs848_71/2007	2.2
a/chicken/korea/is2/2006	2.2
a/muteswan/france/070203/2007	2.2
a/chicken/volgograd/236/06	2.2
a/chicken/nigeria/1071_7/2007	2.2
a/goose/lahore_pakistan/narc_3321/4/2006	2.2
a/muteswan/germany/r65/06	2.2
a/swan/bavaria/14/2006	2.2
a/greylaggoose/bavaria/11/2007	2.2
a/swan/bavaria/21/2006	2.2
a/chicken/rostov_on_don/35/2007	2.2
a/falcon/saudiarabia/d1795/2005	2.2
a/tuftedduck/bavaria/9/2006	2.2
a/chicken/nigeria/08rs848_33/2006	2.2
a/cygnusolor/astrakhan/ast05_2_7/2005	2.2
a/bar_headedgoose/qinghai/2/2007	2.2
a/goose/hungary/14756/2006	2.2
a/muteswan/switzerland/v68/2006	2.2
a/goosander/switzerland/v82/06	2.2
a/chicken/sudan/2115_9/2006	2.2
a/duck/novosibirsk/02/05	2.2
a/coot/germany/r655/06	2.2
a/chicken/crimea/08/2005	2.2
a/mallard/switzerland/v537/2006	2.2
a/muteswan/germany/r854/06	2.2
a/falcon/kuwait/1019_7/2007	2.2
a/chicken/kuwait/kisr6/2007	2.2
a/cygnusolor/caspiansea/2006	2.2
a/wildduck/omsk/103_01/05	2.2
a/swan/england/av346_2197/2008	2.2
a/black_neckedgrebe/germany/r1393/2007	2.2
a/chicken/nigeria/1047_8/2006	2.2
a/chicken/nigeria/1071_9/2007	2.2
a/tuftedduck/bavaria/4/2006	2.2
a/goose/hungary/2823/2/2007	2.2
a/chicken/nigeria/1047_34/2006	2.2
a/chicken/russia_krasnodar/2/2007	2.2
a/cygnusolor/bih/1/2006	2.2
a/chicken/nigeria/08rs848_77/2007	2.2
a/chicken/romania/3076/05	2.2
a/chicken/germany/r3234/2007	2.2
a/buzzard/bavaria/13/2006	2.2
a/stonemarten/germany/r747/2006	2.2
a/cygnusolor/astrakhan/ast05_2_8/2005	2.2
a/chicken/astana/6/2005	2.2
a/chicken/pakistan/spvc_7/2007	2.2
a/cygnusolor/astrakhan/ast05_2_3/2005	2.2
a/swan/bavaria/29/2006	2.2
a/duck/switzerland/v426/2006	2.2
a/whooperswan/mongolia/3/05	2.2
a/chicken/romania/3293/05	2.2
a/canadagoose/germany/r1207/2006	2.2
a/commonpochard/switzerland/wv4080110/2008	2.2
a/chicken/westbengal/81760/2008	2.2
a/chicken/pakistan/spvc_7/2008	2.2
a/chicken/czechrepublic/11242_38/2007	2.2
a/turkey/ivorycoast/4372_2/2006	2.2
stjudeh5n1influenzaseedvirus163222	2.2
a/chicken/pakistan_khi/narc_520/2008	2.2
a/chicken/nigeria/08rs848_121/2007	2.2
a/duck/korea/asan6/2006	2.2
a/swan/england/av26_68/2008	2.2
a/cat/dagestan/87/06	2.2
a/duck/switzerland/v487/2006	2.2
a/chicken/nigeria/08rs848_39/2006	2.2
a/guineafowl/burkinafaso/1347_20/2006	2.2
a/chicken/nigeria/1071_1/2007	2.2
a/chicken/poland/r3248/2007	2.2
a/chicken/nigeria/08rs848_94/2007	2.2
a/chicken/ivorycoast/1787_35/2006	2.2
a/duck/novosibirsk/56/2005	2.2
a/chicken/iran/53_3/2008	2.2
a/canadagoose/bavaria/4/2007	2.2
a/eagleowl/germany/r1166/06	2.2
a/chicken/sihala/narc3303.4/2006	2.2
a/peacock/chakshahzad/narc9238/2007	2.2
a/chicken/nigeria/1071_29/2007	2.2
a/commonbuzzard/bavaria/11/2006	2.2
a/chicken/kuwait/kisr9/2007	2.2
a/mallard/bavaria/10/2007	2.2
a/chicken/sudan/2115_10/2006	2.2
a/cygnusolor/astrakhan/ast05_2_9/2005	2.2
a/chicken/lahore/narc_3320/2006	2.2
a/chicken/nigeria/957_20/2006	2.2
a/cygnusolor/czechrepublic/10732/07	2.2
a/goose/suzdalka/10/05	2.2
a/chicken/liaoning/23/2005	2.2
a/chicken/kuwait/kisr3/2007	2.2
a/muscovyduck/rostov_on_don/51/2007	2.2
a/chicken/nigeria/08rs848_74/2007	2.2
a/chicken/afghanistan/1573_7/2006	2.2
a/commongoldeneye/mongolia/12/2006	2.2
a/whooperswan/mongolia/4/05	2.2
a/wildduck/bavaria/12/2007	2.2
a/commonbuzzard/germany/r306/06	2.2
a/chicken/krasnodar/01/2006	2.2
a/bar_headedgoose/tibet/8/2006	2.2
a/chicken/ghana/3159_namru3/2007	2.2
a/chicken/nigeria/08rs848_111/2007	2.2
a/chicken/germany/r3294/2007	2.2
a/chicken/moscow/2/2007	2.2
a/cygnusolor/czechrepublic/10814/06	2.2
a/chicken/benin/6693_16/2007	2.2
a/pigeon/rostov_on_don/6/2007	2.2
a/chicken/nigeria/1047_54/2006	2.2
a/domesticgoose/germany/r1400/07	2.2
a/duck/tuva/01/2006	2.2
a/chicken/sudan/1784_10/2006	2.2
a/swan/bavaria/2/2007	2.2
a/chicken/nigeria/08rs848_44/2006	2.2
a/falcon/saudiarabia/d1936/2007	2.2
a/chicken/pakistan/spvc_20/2008	2.2
a/chicken/mahachkala/05/2006	2.2
a/chicken/togo/4106_1/2007	2.2
a/chicken/nigeria/08rs848_45/2006	2.2
a/chicken/nigeria/08rs848_50/2006	2.2
a/chicken/nigeria/1071_10/2007	2.2
a/turkey/islamabad_pakistan/narc_7871/02/2007	2.2
a/commonpochard/bavaria/30/2006	2.2
a/chicken/tambov/570_2/05	2.2
a/swan/bavaria/8/2007	2.2
a/piedmagpie/liaoning/7/2006	2.2
a/turkey/ivorycoast/4372_3/2006	2.2
a/swan/bavaria/32/2006	2.2
a/environment/korea/w149/2006	2.2
a/chicken/afghanistan/1573_47/2006	2.2
a/chicken/nigeria/08rs848_83/2007	2.2
a/cygnusolor/astrakhan/ast05_2_4/2005	2.2
a/chicken/nigeria/1047_62/2006	2.2
a/commonpochard/switzerland/v592/2006	2.2
a/chicken/ghana/3158_namru3/2007	2.2
a/tuftedduck/switzerland/v504/2006	2.2
a/swan/bavaria/7/2007	2.2
a/domesticduck/germany/r1779/2007	2.2
a/crow/pakistan_khi/narc_11672/2008	2.2
a/swan/bavaria/23/2006	2.2
a/wildduck/bavaria/14/2007	2.2
a/chicken/nigeria/08rs848_26/2006	2.2
a/muteswan/germany/r1349/07	2.2
a/chicken/nigeria/1071_3/2007	2.2
a/swan/england/av380_2326/2008	2.2
a/chicken/nigeria/08rs848_92/2007	2.2
a/cygnusolor/croatia/1/2005	2.2
a/cygnusolor/astrakhan/ast05_2_5/2005	2.2
a/chicken/niger/2130_8/2006	2.2
a/goosander/bavaria/18/2006	2.2
a/chicken/nigeria/08rs848_38/2006	2.2
a/guineafowl/nigeria/08rs848_10/2006	2.2
a/swan/bavaria/28/2006	2.2
a/whooperswan/germany/r88/06	2.2
a/muteswan/france/06631a/2006	2.2
a/domesticduck/germany/r2048/2007	2.2
a/chicken/nigeria/08rs848_102/2007	2.2
a/grebe/tyva/tyv06_1/2006	2.2
a/wildduck/liaoning/8/2006	2.2
a/mallard/switzerland/v558/2006	2.2
a/canadagoose/germany/r71/2006	2.2
a/chicken/kuwait/kisr8/2007	2.2
a/chicken/korea/ca7/2006	2.2
a/duck/kurgan/08/2005	2.2
a/chicken/rawalakot/narc2441a/2006	2.2
a/swan/bavaria/24/2006	2.2
a/goosander/bavaria/34/2006	2.2
a/falcon/bavaria/15/2006	2.2
a/swan/bavaria/33/2006	2.2
a/turkey/france/06222_1.1/2006	2.2
a/duck/cotedivoire/1787_18/2006	2.2
a/gull/germany/r882/2006	2.2
a/goosander/bavaria/20/2006	2.2
a/domesticduck/germany/r1797/07	2.2
a/muteswan/hungary/4999/2006	2.2
a/greylaggoose/france/06310/2006	2.2
a/chicken/kuwait/kisr5/2007	2.2
a/chicken/nigeria/08rs848_100/2007	2.2
a/greatcormorant/tibet/12/2006	2.2
a/duck/chicken/nigeria/08rs848_120/2007	2.2
a/chicken/nigeria/08rs848_4/2006	2.2
a/chicken/nigeria/08rs848_82/2007	2.2
a/chicken/suzdalka/06/05	2.2
a/chicken/india/niv33487/06	2.2
a/chicken/afghanistan/1573_65/2006	2.2
a/chicken/ghana/2534/2007	2.2
a/chicken/nigeria/1071_4/2007	2.2
a/littlegrebe/switzerland/v330/2006	2.2
a/chicken/nigeria/08rs848_115/2007	2.2
a/chicken/nigeria/08rs848_97/2007	2.2
a/chicken/nigeria/08rs848_1/2006	2.2
a/chicken/manshera/narc10337/2007	2.2
a/swan/bavaria/16/2006	2.2
a/guineafowl/nigeria/08rs848_78/2007	2.2
a/duck/germany/r751/2006	2.2
a/xinjiang/1/2006	2.2
a/turkey/islamabad/narc7873/2007	2.2
a/houbarabustard/saudiarabia/6732_1/2007	2.2
a/chicken/nigeria/641/2006	2.2
a/chicken/crimea/04/2005	2.2
a/crow/peshawer/narc7914/2007	2.2
a/chicken/adygea/203/06	2.2
a/tuftedduck/germany/r1240/06	2.2
a/grebe/tyva/tyv06_2/06	2.2
a/turkey/czechrepublic/10309_3/07	2.2
a/whooperswan/mongolia/244/2005	2.2
a/chicken/pakistan_khi/narc_612/2008	2.2
a/pekingduck/germany/r1959/2007	2.2
a/muteswan/hungary/3472/2006	2.2
a/duck/switzerland/v389/2006	2.2
a/mountainhawk_eagle/kumamoto/1/07	2.2
a/chicken/pakistan/spvc_15/2008	2.2
a/goldeneyeduck/bavaria/19/2006	2.2
a/chicken/sudan/1784_8/2006	2.2
a/anasplatyrhynchos/slovenia/359/2006	2.2
a/chicken/rostov/22_1/2007	2.2
a/chicken/nigeria/08rs848_118/2007	2.2
a/chicken/nigeria/08rs848_88/2007	2.2
a/turkey/poland/r3249/2007	2.2
a/swan/bavaria/6/2006	2.2
a/turkey/germany/r1077/06	2.2
a/swan/bavaria/17/2006	2.2
a/swan/bavaria/5/2007	2.2
a/rook/rostov_on_don/26/2007	2.2
a/chicken/krasnodar/300/07	2.2
a/chicken/kuwait/kisr2/2007	2.2
a/grebe/tyva/tyv06_8/2006	2.2
a/duck/korea/asan5/2006	2.2
a/pochard/germany/r348/06	2.2
a/chicken/nigeria/1071_5/2007	2.2
a/chicken/pakistan/spvc_8/2008	2.2
stjudeh5n1influenzaseedvirus163243	2.2
a/chicken/navapur/india/7972/2006	2.2
a/turkey/ivorycoast/4372_4/2006	2.2
a/chicken/burkinafaso/1347_16/2006	2.2
a/chicken/sudan/1784_7/2006	2.2
a/duck/nigeria/08rs848_20/2006	2.2
a/chicken/tula/4/05	2.2
a/mallard/bavaria/1/2006	2.2
a/chicken/kurgan/3/2005	2.2
a/chicken/nigeria/08rs848_70/2007	2.2
a/cygnusolor/astrakhan/ast05_2_6/2005	2.2
a/buzzard/bavaria/5/2006	2.2
a/cygnusolor/astrakhan/ast05_2_2/2005	2.2
a/chicken/nigeria/08rs848_75/2007	2.2
a/stork/germany/r1239/06	2.2
a/commoncoot/switzerland/v544/2006	2.2
a/turkey/suzdalka/12/05	2.2
a/bar_headedgoose/qinghai/3/2005	2.2
a/chicken/nigeria/08rs848_24/2006	2.2
a/bar_headedgoose/mongolia/1/05	2.2
a/chicken/pakistan/spvc_1/2008	2.2
a/swan/bavaria/9/2007	2.2
a/cygnuscygnus/krasnodar/329/07	2.2
a/duck/omsk/1822/2006	2.2
a/chicken/domodedovo/mk/2007	2.2
a/chicken/nigeria/08rs848_41/2006	2.2
a/muteswan/germany/r797/06	2.2
a/whooperswan/mongolia/6/05	2.2
a/muteswan/bavaria/3/2007	2.2
a/commongull/chany/p/2006	2.2
a/chicken/jalgaon/8824/2006	2.2
a/environment/korea/w150/2006	2.2
a/guineafowl/nigeria/957_12/2006	2.2
a/chicken/niger/2130_7/2006	2.2
a/swan/germany/r65/2008	2.2
a/greatcrestedgrebe/bavaria/31/2006	2.2
a/chicken/sudan/2115_12/2006	2.2
a/starling/rostov_on_don/39/2007	2.2
a/chicken/afghanistan/1573_92/2006	2.2
a/tuftedduck/bavaria/26/2006	2.2
a/avian/russia/5354_vac/2005	2.2
a/goose/nigeria/08rs848_56/2007	2.2
a/chicken/nigeria/08rs848_5/2006	2.2
a/chicken/romania/2910/05	2.2
a/duck/niger/914/2006	2.2
a/tuftedduck/bavaria/8/2006	2.2
a/duck/germany/r592/06	2.2
a/chicken/ghana/3160_namru3/2007	2.2
a/chicken/pakistan/narc_228/2006	2.2
a/goose/krasnoozerskoye/627/2005	2.2
a/chicken/nigeria/08rs848_104/2007	2.2
a/chicken/nigeria/1071_30/2007	2.2
a/muteswan/france/06299/2006	2.2
a/chicken/nigeria/08rs848_76/2007	2.2
a/chicken/pakistan/spvc_8/2007	2.2
a/commonpochard/bavaria/7/2006	2.2
a/goose/crimea/615/05	2.2
a/chicken/romania/2912/05	2.2
a/chicken/nigeria/1047_30/2006	2.2
a/chicken/pakistan/spvc_5/2007	2.2
a/cygnusolor/astrakhan/ast05_2_1/2005	2.2
a/commonpochard/switzerland/v762/2006	2.2
a/chicken/nigeria/08rs848_15/2006	2.2
a/chicken/krasnodar/123/06	2.2
a/cygnuscygnus/iran/754/2006	2.2
a/chicken/kurgan/05/2005	2.2
a/chicken/nigeria/08rs848_90/2007	2.2
a/duck/germany/r338/06	2.2
a/chicken/nigeria/08rs848_22/2006	2.2
a/chicken/nigeria/08rs848_9/2006	2.2
a/chicken/korea/is/2006	2.2
a/commonpochard/switzerland/v505/2006	2.2
a/chicken/afghanistan/1207/2006	2.2
a/ostrich/nigeria/1047_25/2006	2.2
a/wildduck/bavaria/13/2007	2.2
a/bar_headedgoose/qinghai/1_hvri/2006	2.2
a/swan/bavaria/25/2006	2.2
a/greatcrestedgrebe/germany/r1406/07	2.2
a/duck/hungary/11804/2006	2.2
a/duck/germany/r603/06	2.2
a/eagleowl/bavaria/10/2006	2.2
a/turkey/saudiarabia/6732_6/2007	2.2
a/chicken/nandurbar/7979/2006	2.2
a/domesticduck/germany/r1772/2007	2.2
a/goose/hungary/3413/2007	2.2
a/tuftedduck/bavaria/27/2006	2.2
a/chicken/kuwait/kisr7/2007	2.2
a/grebe/novosibirsk/29/2005	2.2
a/domesticgoose/pavlodar/1/2005	2.2
a/peacock/mansehra_pakistan/narc_7558/02/2007	2.2
a/chicken/omsk/14/05	2.2
a/bar_headedgoose/qinghai/3/2007	2.2
a/sakerfalcon/kuwait/0286/2007	2.2
a/chicken/pakistan_lhr/narc_610/2008	2.2
a/cat/germany/r606/06	2.2
a/chicken/ukraine/av453/2008	2.2
a/chicken/india/niv33491/06	2.2
a/chicken/reshoty/02/2006	2.2
a/cygnusolor/germany/r1372/2007	2.2
a/whooperswan/mongolia/2/06	2.2
a/cygnusolor/czechrepublic/10662/06	2.2
a/duck/egypt/0897_nlqp/2008	2.2.1
a/chicken/nigeria/08rs848_8/2006	2.2.1
a/peregrinefalcon/slovakia/vh242/2006	2.2.1
a/muteswan/hungary/4571/2006	2.2.1
a/cygnusolor/czechrepublic/7208/06	2.2.1
a/chicken/egypt/0891/2008	2.2.1
a/chicken/egypt/1081_namru3/2006	2.2.1
a/chicken/egypt/9392namru3_clevb167/2007	2.2.1
a/duck/egypt/9399namru3_clevb202/2007	2.2.1
a/duck/egypt/3047namru3_clevb63/2007	2.2.1
a/egypt/n00606/2009	2.2.1
a/chicken/egypt/3049namru3_clevb75/2007	2.2.1
a/egypt/n00001/2009	2.2.1
a/egypt/n04434/2010	2.2.1
a/duck/egypt/3043namru3_clevb56/2007	2.2.1
a/chicken/egypt/0827_nlqp/2008	2.2.1
a/chicken/egypt/1012sf/2010	2.2.1
a/egypt/n02554/2010	2.2.1
a/chicken/egypt/06612_nlqp/2006	2.2.1
a/turkey/egypt/f2/2006	2.2.1
a/egypt/n03072/2010	2.2.1
a/turkey/israel/446/2006	2.2.1
a/chicken/egypt/0894_nlqp/2008	2.2.1
a/egypt/0636_namru3/2007	2.2.1
a/egypt/1731_namru3/2007	2.2.1
a/egypt/n02752/2009	2.2.1
a/egypt/2616_namru3/2007	2.2.1
a/chicken/egypt/085_nlqp/2008	2.2.1
a/chicken/egypt/1021l/2010	2.2.1
